dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,Keycode,period,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,value
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,4.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,2.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,46.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,33.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,8.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,24.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,140.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,11.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,16.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,28.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,3.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,7.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,2.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,3.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200521,2022Q3,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200936,2022Q3,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,28.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200524,2022Q3,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200552,2022Q3,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,6.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200532,2022Q3,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,5.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,2.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,7.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,8.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,14.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,6.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_20_24_MASCULINO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,1.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,8.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200521,2022Q3,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,2.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200936,2022Q3,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,54.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200524,2022Q3,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200552,2022Q3,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,17.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200532,2022Q3,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,3.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,12.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,0.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,3.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,85.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,11.0
MER Results: Facility Based,"PrEP_CT (N, DSD, Age/Sex): Receiving PrEP","PrEP_CT (N, DSD, Age/Sex)",PrEP_CT_N_DSD_Age_Sex,ECHO_PREP_CT_25_29_FEMININO,ectUGvYjtaK,"Number of individuals, including those newly enrolled, receiving oral PrEP during the reporting period","25-29, Female",u88hOHhmLuF,u88hOHhmLuF,200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,5.0
