Keycode,period,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,dataelement,value
200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,echo_PrEP_NEW_N_KeyPopAbr | TG,2.0
338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200192,2022Q3,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,echo_PrEP_NEW_N_KeyPopAbr | TG,3.0
200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,echo_PrEP_NEW_N_KeyPopAbr | TG,
398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,echo_PrEP_NEW_N_KeyPopAbr | TG,
200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,echo_PrEP_NEW_N_KeyPopAbr | TG,
201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,echo_PrEP_NEW_N_KeyPopAbr | TG,0.0
200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,echo_PrEP_NEW_N_KeyPopAbr | TG,1.0
200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,echo_PrEP_NEW_N_KeyPopAbr | TG,4.0
200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,echo_PrEP_NEW_N_KeyPopAbr | TG,3.0
200155,2022Q3,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,echo_PrEP_NEW_N_KeyPopAbr | TG,
200180,2022Q3,Niassa,Mandimba,KqIfEtf5mj8,CS Mandimba,GDCM1IWa7Zh,Mandimba CS,echo_PrEP_NEW_N_KeyPopAbr | TG,
200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,7.0
200521,2022Q3,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,1.0
200936,2022Q3,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,echo_PrEP_NEW_N_KeyPopAbr | FSW,42.0
200524,2022Q3,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,7.0
200552,2022Q3,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,14.0
200532,2022Q3,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,5.0
200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,18.0
200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,9.0
200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,18.0
200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,62.0
200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,32.0
200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,27.0
200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,echo_PrEP_NEW_N_KeyPopAbr | FSW,25.0
338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,1.0
200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,134.0
200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,3.0
200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,8.0
200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,0.0
200192,2022Q3,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,20.0
200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,8.0
398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,8.0
200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,
201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,22.0
200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,50.0
200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,39.0
200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,12.0
200155,2022Q3,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,68.0
200180,2022Q3,Niassa,Mandimba,KqIfEtf5mj8,CS Mandimba,GDCM1IWa7Zh,Mandimba CS,echo_PrEP_NEW_N_KeyPopAbr | FSW,47.0
200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200521,2022Q3,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200936,2022Q3,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200524,2022Q3,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200552,2022Q3,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200532,2022Q3,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200192,2022Q3,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,4.0
200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,0.0
200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,
200155,2022Q3,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,17.0
200180,2022Q3,Niassa,Mandimba,KqIfEtf5mj8,CS Mandimba,GDCM1IWa7Zh,Mandimba CS,echo_PrEP_NEW_N_KeyPopAbr | People in prisons and other enclosed settings,43.0
200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,0.0
200521,2022Q3,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,0.0
200936,2022Q3,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,2.0
200524,2022Q3,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,
200552,2022Q3,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,
200532,2022Q3,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,3.0
200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,2.0
200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,8.0
200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,
200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,
200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,0.0
200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,2.0
200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,4.0
338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,11.0
200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,52.0
200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,59.0
200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,17.0
200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,0.0
200192,2022Q3,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,49.0
200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,18.0
398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,14.0
200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,2.0
201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,28.0
200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,18.0
200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,6.0
200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,
200155,2022Q3,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,53.0
200180,2022Q3,Niassa,Mandimba,KqIfEtf5mj8,CS Mandimba,GDCM1IWa7Zh,Mandimba CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AHDJ,3.0
200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200521,2022Q3,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200936,2022Q3,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200524,2022Q3,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200552,2022Q3,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,1.0
200532,2022Q3,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200536,2022Q3,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,2.0
200557,2022Q3,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,8.0
200566,2022Q3,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200939,2022Q3,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200528,2022Q3,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200563,2022Q3,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,9.0
200938,2022Q3,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,3.0
338288,2022Q3,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200500,2022Q3,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200937,2022Q3,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,22.0
200527,2022Q3,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200502,2022Q3,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200192,2022Q3,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,5.0
200531,2022Q3,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,18.0
398330,2022Q3,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200522,2022Q3,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
201696,2022Q3,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200525,2022Q3,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,23.0
200499,2022Q3,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,0.0
200517,2022Q3,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200155,2022Q3,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200180,2022Q3,Niassa,Mandimba,KqIfEtf5mj8,CS Mandimba,GDCM1IWa7Zh,Mandimba CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) AR,
200549,2022Q3,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,ECHO MOZ | PREP_Número de Utentes que Iniciaram o PrEP pela primeira vez ( KP - PrEP_NEW) SD,9.0
