dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",lGLhiwNxWOk,lGLhiwNxWOk
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",bbH8Y4ejXSr,bbH8Y4ejXSr
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",iZ1DRSA1Xp2,iZ1DRSA1Xp2
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",vyW7KqMh0Vs,vyW7KqMh0Vs
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",s6iPDjEQkNt,s6iPDjEQkNt
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",Ma9L6Ba4Z8j,Ma9L6Ba4Z8j
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",GNWG6EWNQw2,GNWG6EWNQw2
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 40-44, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",XboLlTkc4Av,"40-44, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",PUsVhs5LOLd,PUsVhs5LOLd
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",dyxvzwmNPGZ,dyxvzwmNPGZ
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",TSVq2SiVSqr,TSVq2SiVSqr
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",B5fJ4gs57Jz,B5fJ4gs57Jz
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",xBV5JDFKZ2h,xBV5JDFKZ2h
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",kTg52PqFMEb,kTg52PqFMEb
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",PUolDyQ8TlA,PUolDyQ8TlA
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",daRpxiwre8U,daRpxiwre8U
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",QuF2GqCAQi6,QuF2GqCAQi6
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 45-49, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",XboLlTkc4Av,"45-49, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",xgj2uyArJkm,xgj2uyArJkm
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",dr2VUvtgDGn,dr2VUvtgDGn
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",SXr2dJIXau2,SXr2dJIXau2
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",GGSHmwiOMQX,GGSHmwiOMQX
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",aoLKsK3X2Lq,aoLKsK3X2Lq
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",OXliEivd1nO,OXliEivd1nO
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",MMQyRE39FNr,MMQyRE39FNr
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",a0FtDO9AKRb,a0FtDO9AKRb
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",F0Xc7TKzj5G,F0Xc7TKzj5G
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 50+, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",XboLlTkc4Av,"50+, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",Iq6wdwXGnZU,Iq6wdwXGnZU
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",EogxMkEZJJx,EogxMkEZJJx
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",BKkyj1y90nd,BKkyj1y90nd
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",wK3Vasbb9be,wK3Vasbb9be
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",Z2gH3cmDnrw,Z2gH3cmDnrw
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",vmnQKnAf7J4,vmnQKnAf7J4
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",IPTTcqvYUSY,IPTTcqvYUSY
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",faGLpDYR6FS,faGLpDYR6FS
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",d5heNb3XhRS,d5heNb3XhRS
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,"CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | Unknown Age, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",XboLlTkc4Av,"Unknown Age, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",UXhMCdIZLZL,UXhMCdIZLZL
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",dh4TQ68p2SC,dh4TQ68p2SC
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",fJ4uotAMsvK,fJ4uotAMsvK
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",nI9rG3vPWQz,nI9rG3vPWQz
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",vTXvoz46XKy,vTXvoz46XKy
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",FNkgb5PwxEL,FNkgb5PwxEL
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",wIDT7S8yul9,wIDT7S8yul9
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",d5py8JDlLGK,d5py8JDlLGK
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",BvS7Re5cqaR,BvS7Re5cqaR
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"15-19, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",cd8dhsMl4u8,cd8dhsMl4u8
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",pdCeAB4EYYM,pdCeAB4EYYM
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",HMzo64LcweA,HMzo64LcweA
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",bUHsLsQL80m,bUHsLsQL80m
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",zfwWsfantIG,zfwWsfantIG
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",q9RNbYbFLzq,q9RNbYbFLzq
MER Results: Facility Based,"CXCA_SCRN (N, TA, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, TA, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_TA_Age_Sex_HIV_Scrn_Visit,,XWK6yAwhol8,"20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",ntc3I6eR3Rn,ntc3I6eR3Rn
